seed,task,failure_family,split,episode,language_ambiguity,predicate_confidence,contact_force,support_relation,clearance,friction,deformation,temporal_order,tool_affordance,recovery_feasibility,violation_risk,damage_risk
0,tabletop_manipulation_with_support,erased_contact_force,object_affordance_transfer,5,0.584881,0.863394,0.999000,0.387848,0.471535,0.674869,0.470757,0.620468,0.479743,0.319410,0.403676,0.355186
0,tabletop_manipulation_with_support,erased_contact_force,recovery_cost_pressure,0,0.597827,0.867093,0.999000,0.669249,0.393334,0.500253,0.523357,0.423708,0.506975,0.690446,0.444238,0.289136
0,tabletop_manipulation_with_support,erased_contact_force,recovery_cost_pressure,1,0.381129,0.799943,0.999000,0.637883,0.563952,0.640068,0.550464,0.568669,0.544094,0.597255,0.460047,0.352748
0,tabletop_manipulation_with_support,erased_contact_force,recovery_cost_pressure,2,0.421995,0.999000,0.999000,0.627412,0.483889,0.728146,0.612448,0.285325,0.438990,0.725759,0.466324,0.394516
0,tabletop_manipulation_with_support,erased_contact_force,recovery_cost_pressure,3,0.497150,0.973102,0.999000,0.666279,0.465819,0.673039,0.448345,0.524735,0.331848,0.741720,0.451879,0.331599
0,tabletop_manipulation_with_support,erased_contact_force,recovery_cost_pressure,4,0.471611,0.910770,0.999000,0.808394,0.533258,0.665810,0.502831,0.356264,0.493191,0.795468,0.513444,0.347533
0,tabletop_manipulation_with_support,erased_contact_force,recovery_cost_pressure,5,0.581243,0.853214,0.999000,0.641796,0.381905,0.515196,0.380847,0.563473,0.517041,0.743468,0.415268,0.352909
0,tabletop_manipulation_with_support,erased_contact_force,combined_adversarial_abstraction,0,0.681244,0.999000,0.999000,0.732385,0.648455,0.989525,0.453341,0.531256,0.550400,0.568610,0.506368,0.363975
0,tabletop_manipulation_with_support,erased_contact_force,combined_adversarial_abstraction,1,0.729621,0.999000,0.999000,0.692961,0.674696,0.877942,0.693791,0.570802,0.486601,0.649823,0.530034,0.420108
0,tabletop_manipulation_with_support,erased_contact_force,combined_adversarial_abstraction,2,0.541322,0.999000,0.999000,0.629243,0.601577,0.869944,0.738302,0.393535,0.670812,0.604395,0.493736,0.365128
0,tabletop_manipulation_with_support,erased_contact_force,combined_adversarial_abstraction,3,0.385586,0.991825,0.999000,0.739782,0.671104,0.732577,0.683033,0.395641,0.621684,0.574117,0.532244,0.377455
0,tabletop_manipulation_with_support,erased_contact_force,combined_adversarial_abstraction,4,0.767238,0.999000,0.999000,0.567357,0.631542,0.707005,0.571554,0.564651,0.635624,0.708448,0.413629,0.362262
0,tabletop_manipulation_with_support,erased_contact_force,combined_adversarial_abstraction,5,0.484935,0.999000,0.999000,0.692773,0.717274,0.815522,0.665698,0.639154,0.683969,0.469056,0.483211,0.398083
0,tabletop_manipulation_with_support,hidden_support_relation,nominal_abstraction,0,0.429989,0.823110,0.395725,0.999000,0.379350,0.356492,0.283695,0.301355,0.327496,0.594847,0.439751,0.218532
0,tabletop_manipulation_with_support,hidden_support_relation,nominal_abstraction,1,0.449989,0.804013,0.397741,0.962844,0.450931,0.292613,0.400469,0.366705,0.146342,0.310510,0.390363,0.247156
0,tabletop_manipulation_with_support,hidden_support_relation,nominal_abstraction,2,0.333446,0.708137,0.318461,0.836686,0.319746,0.171647,0.282918,0.297782,0.428684,0.432597,0.372348,0.201901
0,tabletop_manipulation_with_support,hidden_support_relation,nominal_abstraction,3,0.311949,0.774466,0.321083,0.784570,0.291815,0.294726,0.194357,0.383884,0.258392,0.444442,0.392116,0.256021
0,tabletop_manipulation_with_support,hidden_support_relation,nominal_abstraction,4,0.422839,0.735215,0.401988,0.999000,0.522859,0.261637,0.318019,0.300546,0.352887,0.463819,0.383595,0.272000
0,tabletop_manipulation_with_support,hidden_support_relation,nominal_abstraction,5,0.447980,0.848435,0.298234,0.975436,0.467872,0.098604,0.208701,0.301737,0.285864,0.477107,0.365375,0.203554
0,tabletop_manipulation_with_support,hidden_support_relation,language_ambiguity_shift,0,0.631154,0.949959,0.441300,0.999000,0.482854,0.278749,0.309066,0.685373,0.532701,0.411591,0.399140,0.266574
0,tabletop_manipulation_with_support,hidden_support_relation,language_ambiguity_shift,1,0.784256,0.999000,0.469113,0.999000,0.515227,0.401901,0.270388,0.687301,0.569041,0.589980,0.407099,0.252484
0,tabletop_manipulation_with_support,hidden_support_relation,language_ambiguity_shift,2,0.636552,0.924854,0.358296,0.999000,0.450439,0.389361,0.435820,0.669427,0.621853,0.573975,0.414673,0.285870
0,tabletop_manipulation_with_support,hidden_support_relation,language_ambiguity_shift,3,0.783217,0.987152,0.374373,0.999000,0.563590,0.202714,0.318349,0.717943,0.603581,0.651007,0.408134,0.268046
0,tabletop_manipulation_with_support,hidden_support_relation,language_ambiguity_shift,4,0.717706,0.941098,0.376747,0.902876,0.450490,0.365967,0.338393,0.641835,0.575091,0.498130,0.376307,0.235548
0,tabletop_manipulation_with_support,hidden_support_relation,language_ambiguity_shift,5,0.657942,0.999000,0.237065,0.999000,0.443669,0.463747,0.542275,0.604032,0.351610,0.588762,0.372061,0.242344
0,tabletop_manipulation_with_support,hidden_support_relation,predicate_noise_shift,0,0.579652,0.999000,0.446300,0.999000,0.625543,0.328881,0.482465,0.498312,0.436434,0.497026,0.459584,0.279969
0,tabletop_manipulation_with_support,hidden_support_relation,predicate_noise_shift,1,0.434493,0.999000,0.400431,0.999000,0.571796,0.250468,0.345774,0.489429,0.248751,0.454374,0.400898,0.292127
0,tabletop_manipulation_with_support,hidden_support_relation,predicate_noise_shift,2,0.565260,0.999000,0.428490,0.999000,0.559096,0.350619,0.424090,0.405141,0.421505,0.324505,0.472495,0.256671
0,tabletop_manipulation_with_support,hidden_support_relation,predicate_noise_shift,3,0.511484,0.999000,0.562305,0.999000,0.561325,0.312770,0.361397,0.438642,0.190839,0.412498,0.402447,0.295536
0,tabletop_manipulation_with_support,hidden_support_relation,predicate_noise_shift,4,0.627700,0.999000,0.404426,0.999000,0.395146,0.431522,0.407750,0.427907,0.299482,0.416958,0.339276,0.262886
0,tabletop_manipulation_with_support,hidden_support_relation,predicate_noise_shift,5,0.474759,0.999000,0.464063,0.999000,0.524685,0.411819,0.335271,0.456506,0.401702,0.418380,0.411984,0.242137
0,tabletop_manipulation_with_support,hidden_support_relation,geometry_tolerance_shift,0,0.307284,0.668577,0.392180,0.996898,0.827823,0.358866,0.452295,0.427051,0.285518,0.444677,0.448108,0.293935
0,tabletop_manipulation_with_support,hidden_support_relation,geometry_tolerance_shift,1,0.308654,0.813011,0.427371,0.999000,0.690987,0.281313,0.274648,0.375231,0.252566,0.553810,0.522837,0.238337
0,tabletop_manipulation_with_support,hidden_support_relation,geometry_tolerance_shift,2,0.238311,0.993693,0.518583,0.999000,0.872307,0.340424,0.266304,0.298479,0.353336,0.615057,0.532532,0.273684
0,tabletop_manipulation_with_support,hidden_support_relation,geometry_tolerance_shift,3,0.372718,0.958268,0.513940,0.791905,0.639391,0.520116,0.379911,0.466805,0.364017,0.554752,0.468003,0.305060
0,tabletop_manipulation_with_support,hidden_support_relation,geometry_tolerance_shift,4,0.684705,0.800957,0.477786,0.881950,0.678308,0.492875,0.446737,0.284367,0.391461,0.405008,0.440251,0.294677
0,tabletop_manipulation_with_support,hidden_support_relation,geometry_tolerance_shift,5,0.391377,0.971602,0.494387,0.999000,0.664686,0.181898,0.482440,0.471948,0.263679,0.489526,0.393233,0.291420
0,tabletop_manipulation_with_support,hidden_support_relation,mechanics_ood_shift,0,0.458387,0.999000,0.842681,0.999000,0.514948,0.579691,0.641574,0.352922,0.437874,0.571051,0.505434,0.279122
0,tabletop_manipulation_with_support,hidden_support_relation,mechanics_ood_shift,1,0.465573,0.791146,0.748964,0.999000,0.464813,0.394748,0.860927,0.363843,0.328684,0.363296,0.479440,0.340721
0,tabletop_manipulation_with_support,hidden_support_relation,mechanics_ood_shift,2,0.549932,0.853834,0.838164,0.999000,0.522220,0.693282,0.454161,0.475628,0.307612,0.466825,0.514408,0.317370
0,tabletop_manipulation_with_support,hidden_support_relation,mechanics_ood_shift,3,0.292776,0.929912,0.728752,0.940522,0.563306,0.634960,0.808491,0.383995,0.283483,0.523273,0.495828,0.363546
0,tabletop_manipulation_with_support,hidden_support_relation,mechanics_ood_shift,4,0.412889,0.913025,0.852203,0.999000,0.418147,0.648227,0.821592,0.400901,0.186816,0.436809,0.462076,0.357594
0,tabletop_manipulation_with_support,hidden_support_relation,mechanics_ood_shift,5,0.442341,0.892193,0.731454,0.999000,0.475895,0.619497,0.695010,0.332522,0.171926,0.559959,0.506882,0.330011
0,tabletop_manipulation_with_support,hidden_support_relation,object_affordance_transfer,0,0.598699,0.999000,0.513320,0.999000,0.623713,0.252240,0.474308,0.605869,0.749143,0.639052,0.424326,0.274700
0,tabletop_manipulation_with_support,hidden_support_relation,object_affordance_transfer,1,0.412215,0.999000,0.565912,0.999000,0.549971,0.540470,0.433687,0.516404,0.464661,0.590530,0.453035,0.302302
0,tabletop_manipulation_with_support,hidden_support_relation,object_affordance_transfer,2,0.715241,0.999000,0.609819,0.999000,0.663269,0.448816,0.367756,0.473081,0.434269,0.448962,0.447542,0.292071
0,tabletop_manipulation_with_support,hidden_support_relation,object_affordance_transfer,3,0.643287,0.870663,0.653230,0.999000,0.418054,0.342258,0.525096,0.463460,0.536935,0.519718,0.474239,0.352324
0,tabletop_manipulation_with_support,hidden_support_relation,object_affordance_transfer,4,0.674367,0.999000,0.604378,0.999000,0.550951,0.517617,0.515385,0.736179,0.374657,0.508177,0.391561,0.291428
0,tabletop_manipulation_with_support,hidden_support_relation,object_affordance_transfer,5,0.628068,0.944839,0.510592,0.999000,0.554860,0.506398,0.358404,0.581715,0.344625,0.511874,0.385411,0.281356
0,tabletop_manipulation_with_support,hidden_support_relation,recovery_cost_pressure,0,0.553736,0.800065,0.482730,0.999000,0.476277,0.209091,0.537183,0.441089,0.426721,0.821204,0.431869,0.309130
0,tabletop_manipulation_with_support,hidden_support_relation,recovery_cost_pressure,1,0.672090,0.999000,0.567342,0.999000,0.592042,0.648722,0.400134,0.437221,0.349474,0.861124,0.505250,0.316229
0,tabletop_manipulation_with_support,hidden_support_relation,recovery_cost_pressure,2,0.533379,0.999000,0.547681,0.962089,0.726010,0.510475,0.549286,0.574502,0.454113,0.842147,0.416971,0.314442
0,tabletop_manipulation_with_support,hidden_support_relation,recovery_cost_pressure,3,0.474588,0.999000,0.489032,0.999000,0.393612,0.427351,0.496354,0.305318,0.495780,0.668062,0.504300,0.267887
0,tabletop_manipulation_with_support,hidden_support_relation,recovery_cost_pressure,4,0.530024,0.999000,0.675282,0.999000,0.454370,0.353644,0.401343,0.442308,0.498254,0.721541,0.494033,0.265295
0,tabletop_manipulation_with_support,hidden_support_relation,recovery_cost_pressure,5,0.780029,0.999000,0.600046,0.999000,0.464433,0.366201,0.529267,0.516560,0.333059,0.878378,0.451661,0.364589
0,tabletop_manipulation_with_support,hidden_support_relation,combined_adversarial_abstraction,0,0.557976,0.982516,0.525231,0.999000,0.899075,0.674913,0.533591,0.660102,0.551148,0.545971,0.536954,0.341575
0,tabletop_manipulation_with_support,hidden_support_relation,combined_adversarial_abstraction,1,0.716746,0.999000,0.725691,0.999000,0.739803,0.621744,0.524808,0.629312,0.526608,0.718734,0.471486,0.313221
0,tabletop_manipulation_with_support,hidden_support_relation,combined_adversarial_abstraction,2,0.736779,0.965666,0.840306,0.999000,0.707537,0.660580,0.601915,0.572442,0.566491,0.854406,0.527537,0.347545
0,tabletop_manipulation_with_support,hidden_support_relation,combined_adversarial_abstraction,3,0.847660,0.999000,0.816589,0.999000,0.752060,0.571591,0.686324,0.686239,0.594778,0.759993,0.530663,0.314629
0,tabletop_manipulation_with_support,hidden_support_relation,combined_adversarial_abstraction,4,0.818401,0.999000,0.799345,0.999000,0.819299,0.865406,0.862909,0.605237,0.552752,0.596267,0.551018,0.444549
0,tabletop_manipulation_with_support,hidden_support_relation,combined_adversarial_abstraction,5,0.615509,0.999000,0.447432,0.999000,0.771192,0.634918,0.663848,0.687621,0.460046,0.428118,0.442113,0.364190
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,nominal_abstraction,0,0.371650,0.713674,0.408956,0.386670,0.883148,0.374758,0.236501,0.246568,0.380463,0.323299,0.377490,0.292107
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,nominal_abstraction,1,0.195502,0.791946,0.338491,0.398260,0.905285,0.292514,0.286509,0.239542,0.429251,0.369200,0.396340,0.269181
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,nominal_abstraction,2,0.155857,0.583440,0.163120,0.409102,0.998500,0.351009,0.217309,0.332711,0.217353,0.471015,0.342804,0.271592
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,nominal_abstraction,3,0.259761,0.753380,0.409569,0.370911,0.931079,0.285629,0.323389,0.296131,0.180045,0.399510,0.361663,0.302015
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,nominal_abstraction,4,0.267175,0.751400,0.255214,0.540812,0.888697,0.287126,0.375575,0.064617,0.354683,0.470955,0.424308,0.314313
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,nominal_abstraction,5,0.144389,0.725747,0.231097,0.441190,0.990068,0.378243,0.301057,0.127877,0.378235,0.264723,0.398751,0.262676
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,language_ambiguity_shift,0,0.573359,0.814109,0.492345,0.505818,0.985919,0.151564,0.270143,0.470673,0.618737,0.587887,0.355504,0.355358
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,language_ambiguity_shift,1,0.510867,0.869840,0.334130,0.591949,0.845779,0.365163,0.244006,0.749201,0.518897,0.502443,0.398622,0.308064
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,language_ambiguity_shift,2,0.698352,0.852864,0.411880,0.632601,0.949171,0.235326,0.498317,0.461472,0.682222,0.242179,0.444986,0.323567
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,language_ambiguity_shift,3,0.578668,0.999000,0.373067,0.460232,0.926246,0.356703,0.282820,0.539346,0.618506,0.360780,0.456563,0.265566
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,language_ambiguity_shift,4,0.679466,0.768136,0.264731,0.576052,0.740004,0.204027,0.214707,0.648211,0.636439,0.529132,0.431251,0.260232
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,language_ambiguity_shift,5,0.625683,0.841404,0.463637,0.692775,0.999000,0.371033,0.174050,0.577898,0.710253,0.325658,0.420963,0.322758
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,predicate_noise_shift,0,0.530984,0.910678,0.434137,0.858591,0.999000,0.345489,0.417422,0.488936,0.456946,0.323915,0.511919,0.285289
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,predicate_noise_shift,1,0.393245,0.999000,0.366170,0.759341,0.999000,0.374514,0.309587,0.382813,0.524536,0.583790,0.415075,0.322959
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,predicate_noise_shift,2,0.405616,0.999000,0.384251,0.874248,0.973630,0.441168,0.251391,0.235476,0.494844,0.563690,0.447645,0.330729
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,predicate_noise_shift,3,0.273621,0.999000,0.441112,0.684130,0.999000,0.586081,0.427313,0.190398,0.448001,0.306544,0.453799,0.338933
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,predicate_noise_shift,4,0.481222,0.999000,0.433642,0.778859,0.999000,0.273706,0.304027,0.426368,0.559659,0.495799,0.477796,0.318704
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,predicate_noise_shift,5,0.306761,0.999000,0.456894,0.844473,0.999000,0.307951,0.232155,0.412760,0.640787,0.382055,0.490153,0.279952
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,geometry_tolerance_shift,0,0.268591,0.795560,0.387017,0.620500,0.999000,0.423025,0.122239,0.177570,0.519570,0.534833,0.502435,0.326357
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,geometry_tolerance_shift,1,0.330884,0.900317,0.417365,0.559509,0.999000,0.332305,0.287374,0.247871,0.283978,0.455445,0.524551,0.246521
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,geometry_tolerance_shift,2,0.332379,0.784634,0.329325,0.504898,0.999000,0.393478,0.267800,0.322358,0.286991,0.528115,0.441755,0.327224
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,geometry_tolerance_shift,3,0.329302,0.920751,0.389442,0.716582,0.999000,0.479099,0.374917,0.154748,0.286561,0.432762,0.447487,0.330603
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,geometry_tolerance_shift,4,0.343652,0.875738,0.501059,0.640510,0.999000,0.461027,0.405343,0.425155,0.289153,0.582804,0.467769,0.322975
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,geometry_tolerance_shift,5,0.287524,0.850040,0.536278,0.604942,0.999000,0.438613,0.413809,0.231055,0.402565,0.345364,0.482048,0.310904
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,mechanics_ood_shift,0,0.362262,0.880097,0.645973,0.591977,0.999000,0.665715,0.693985,0.415376,0.397160,0.317066,0.529694,0.388891
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,mechanics_ood_shift,1,0.184205,0.839714,0.515666,0.637107,0.875625,0.786731,0.586443,0.330951,0.289869,0.531949,0.461289,0.359580
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,mechanics_ood_shift,2,0.269848,0.981779,0.636035,0.404237,0.999000,0.541467,0.633155,0.331777,0.518560,0.439334,0.474487,0.347333
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,mechanics_ood_shift,3,0.182879,0.861297,0.745548,0.414600,0.999000,0.762719,0.426930,0.449036,0.260156,0.457231,0.531952,0.349248
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,mechanics_ood_shift,4,0.173003,0.753106,0.641896,0.475116,0.999000,0.574403,0.638326,0.322672,0.257402,0.497668,0.502613,0.370957
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,mechanics_ood_shift,5,0.507615,0.985649,0.643244,0.548592,0.999000,0.721678,0.604382,0.261419,0.464928,0.535826,0.519673,0.375173
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,object_affordance_transfer,0,0.582486,0.928933,0.284377,0.680770,0.999000,0.341665,0.470500,0.366995,0.577683,0.378742,0.439779,0.325278
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,object_affordance_transfer,1,0.478839,0.999000,0.626672,0.800612,0.999000,0.461516,0.510786,0.404184,0.533822,0.358013,0.463092,0.284316
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,object_affordance_transfer,2,0.534794,0.868328,0.567566,0.646830,0.999000,0.370868,0.439650,0.359346,0.349270,0.445910,0.427645,0.320160
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,object_affordance_transfer,3,0.715990,0.963718,0.438551,0.645592,0.999000,0.490391,0.344732,0.436138,0.586671,0.368128,0.448157,0.323831
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,object_affordance_transfer,4,0.430725,0.999000,0.573167,0.622566,0.999000,0.525208,0.366430,0.378889,0.712125,0.457439,0.510986,0.312632
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,object_affordance_transfer,5,0.439868,0.852105,0.545315,0.861669,0.999000,0.468742,0.489937,0.495646,0.641249,0.654955,0.507344,0.381608
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,recovery_cost_pressure,0,0.383927,0.999000,0.360648,0.491473,0.999000,0.723495,0.700343,0.458002,0.575220,0.725486,0.461303,0.330362
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,recovery_cost_pressure,1,0.507549,0.798202,0.506431,0.659138,0.999000,0.384161,0.406344,0.268568,0.671614,0.743737,0.492486,0.348896
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,recovery_cost_pressure,2,0.603371,0.999000,0.597896,0.546033,0.999000,0.397529,0.540353,0.284400,0.562221,0.750657,0.425893,0.360096
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,recovery_cost_pressure,3,0.408429,0.866617,0.706696,0.600075,0.999000,0.278123,0.528148,0.456631,0.528162,0.591366,0.543531,0.319470
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,recovery_cost_pressure,4,0.426767,0.930118,0.326703,0.679906,0.999000,0.575760,0.442134,0.510002,0.564916,0.739167,0.517952,0.411935
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,recovery_cost_pressure,5,0.406060,0.896908,0.750661,0.713835,0.999000,0.529835,0.552165,0.385816,0.434353,0.831217,0.445066,0.343204
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,combined_adversarial_abstraction,0,0.623578,0.803777,0.649637,0.618984,0.999000,0.688023,0.552045,0.702542,0.690700,0.630237,0.504487,0.393835
0,tabletop_manipulation_with_support,clearance_tolerance_collapse,combined_adversarial_abstraction,1,0.362399,0.998001,0.689634,0.768905,0.999000,0.556374,0.434040,0.770144,0.499172,0.731600,0.534022,0.382026
